,country,month,export_value
683,USA,2014-01-01,172734922.0
684,Rep. of Korea,2014-01-01,4157044987.0
685,Viet Nam,2014-01-01,4796234.333
686,China,2014-02-01,1234369645.449
687,"China, Hong Kong SAR",2014-02-01,215729083.389
688,France,2014-02-01,24275237.933
689,Germany,2014-02-01,245376089.27
690,Italy,2014-02-01,19725296.438
691,Japan,2014-02-01,377295237.498
692,Malaysia,2014-02-01,273830716.567
693,Netherlands,2014-02-01,101650788.847
694,Philippines,2014-02-01,77967442.0
695,Singapore,2014-02-01,135924008.698
696,Thailand,2014-02-01,19254253.097
697,USA,2014-02-01,180252785.0
698,Rep. of Korea,2014-02-01,3844686164.0
699,Viet Nam,2014-02-01,2703006.412
700,China,2014-03-01,1586018797.035
701,"China, Hong Kong SAR",2014-03-01,285153911.572
702,France,2014-03-01,29874954.761
703,Germany,2014-03-01,266457978.541
704,Italy,2014-03-01,25371677.854
705,Japan,2014-03-01,365561178.242
706,Malaysia,2014-03-01,273275717.412
707,Netherlands,2014-03-01,116442346.364
708,Philippines,2014-03-01,114086296.0
709,Singapore,2014-03-01,123592717.247
710,Thailand,2014-03-01,19245848.963
711,USA,2014-03-01,224725007.0
712,Rep. of Korea,2014-03-01,317474213.0
713,Viet Nam,2014-03-01,4557169.919
714,China,2014-04-01,1264128849.868
715,"China, Hong Kong SAR",2014-04-01,271490523.154
716,France,2014-04-01,27558745.884
717,Germany,2014-04-01,265130896.289
718,Italy,2014-04-01,22092383.739
719,Japan,2014-04-01,384531322.5
720,Malaysia,2014-04-01,275304055.09
721,Netherlands,2014-04-01,97360364.167
722,Philippines,2014-04-01,83488505.0
723,Singapore,2014-04-01,149359247.25
724,Thailand,2014-04-01,20474971.369
725,USA,2014-04-01,188767538.0
726,Rep. of Korea,2014-04-01,290868785.0
727,Viet Nam,2014-04-01,4772151.939
728,China,2014-05-01,1413486173.502
729,"China, Hong Kong SAR",2014-05-01,302151066.033
730,France,2014-05-01,24153840.128
731,Germany,2014-05-01,249031897.652
732,Italy,2014-05-01,14705357.04
733,Japan,2014-05-01,346593863.68
734,Malaysia,2014-05-01,292702148.042
735,Netherlands,2014-05-01,101159895.164
736,Philippines,2014-05-01,92126132.0
737,Singapore,2014-05-01,137638658.618
738,Thailand,2014-05-01,21371988.831
739,USA,2014-05-01,190490768.0
740,Rep. of Korea,2014-05-01,293568844.0
741,Viet Nam,2014-05-01,6436899.675
742,China,2014-06-01,1351007388.5679998
743,"China, Hong Kong SAR",2014-06-01,277078732.583
744,France,2014-06-01,30677210.601
745,Germany,2014-06-01,293421540.704
746,Italy,2014-06-01,18619615.558
747,Japan,2014-06-01,366161751.343
748,Malaysia,2014-06-01,308948092.637
749,Netherlands,2014-06-01,115732628.794
750,Philippines,2014-06-01,101745432.0
751,Singapore,2014-06-01,142449473.762
752,Thailand,2014-06-01,23315804.079
753,USA,2014-06-01,183429464.0
754,Rep. of Korea,2014-06-01,275066094.0
755,Viet Nam,2014-06-01,5388488.499
756,China,2014-07-01,1312592175.273
757,"China, Hong Kong SAR",2014-07-01,284739106.65
758,France,2014-07-01,27900858.449
759,Germany,2014-07-01,277966689.392
760,Italy,2014-07-01,19703711.516
761,Japan,2014-07-01,402284826.16
762,Malaysia,2014-07-01,0.0
763,Netherlands,2014-07-01,92036565.015
764,Philippines,2014-07-01,98724423.0
765,Singapore,2014-07-01,136088410.129
766,Thailand,2014-07-01,23197140.316
767,USA,2014-07-01,185717941.0
768,Rep. of Korea,2014-07-01,268654195.0
769,Viet Nam,2014-07-01,4568510.981000001
770,China,2014-08-01,1154898780.666
771,"China, Hong Kong SAR",2014-08-01,291432543.327
772,France,2014-08-01,23242277.708
773,Germany,2014-08-01,258965384.113
774,Italy,2014-08-01,16046927.839
775,Japan,2014-08-01,412281659.801
776,Malaysia,2014-08-01,242171969.173
777,Netherlands,2014-08-01,65725802.569
778,Philippines,2014-08-01,96173127.0
779,Singapore,2014-08-01,144304721.264
780,Thailand,2014-08-01,21486820.249
781,USA,2014-08-01,191246885.0
782,Rep. of Korea,2014-08-01,275587026.0
783,Viet Nam,2014-08-01,4158788.181
784,China,2014-09-01,1322143428.052
785,"China, Hong Kong SAR",2014-09-01,243791724.934
786,France,2014-09-01,29181890.417
787,Germany,2014-09-01,258586480.33
788,Italy,2014-09-01,12547053.324
789,Japan,2014-09-01,422767319.85
790,Malaysia,2014-09-01,278379963.039
791,Netherlands,2014-09-01,95093360.017
792,Philippines,2014-09-01,86393251.0
793,Singapore,2014-09-01,171490111.032
794,Thailand,2014-09-01,22869302.122
795,USA,2014-09-01,198915926.0
796,Rep. of Korea,2014-09-01,318608387.0
797,Viet Nam,2014-09-01,4585178.035
798,China,2014-10-01,1224885794.536
799,"China, Hong Kong SAR",2014-10-01,241408762.81
800,France,2014-10-01,25286076.987
801,Germany,2014-10-01,276758202.88
802,Italy,2014-10-01,13647609.461
803,Japan,2014-10-01,401680225.226
804,Malaysia,2014-10-01,324911324.186
805,Netherlands,2014-10-01,73698584.477
806,Philippines,2014-10-01,109288630.0
807,Singapore,2014-10-01,157984597.986
808,Thailand,2014-10-01,22295839.757
809,USA,2014-10-01,202032206.0
810,Rep. of Korea,2014-10-01,286740200.0
811,Viet Nam,2014-10-01,4992615.585
812,China,2014-11-01,1118370413.474
813,"China, Hong Kong SAR",2014-11-01,277932927.989
814,France,2014-11-01,32622828.309
815,Germany,2014-11-01,245272704.449
816,Italy,2014-11-01,10554840.329
817,Japan,2014-11-01,389253224.315
818,Malaysia,2014-11-01,290667702.533
819,Netherlands,2014-11-01,90122917.698
820,Philippines,2014-11-01,183761454.0
821,Singapore,2014-11-01,184391207.952
822,Thailand,2014-11-01,20864993.756
823,USA,2014-11-01,142457616.0
824,Rep. of Korea,2014-11-01,252575514.0
825,Viet Nam,2014-11-01,2122624.943
826,China,2014-12-01,1322270472.172
827,"China, Hong Kong SAR",2014-12-01,219969936.051
828,France,2014-12-01,45139755.064
829,Germany,2014-12-01,264315258.748
830,Italy,2014-12-01,10470861.251
831,Japan,2014-12-01,364741924.576
832,Malaysia,2014-12-01,290837889.866
833,Netherlands,2014-12-01,96969015.972
834,Philippines,2014-12-01,224904391.0
835,Singapore,2014-12-01,168618192.249
836,Thailand,2014-12-01,21199529.794
837,USA,2014-12-01,149547158.0
838,Rep. of Korea,2014-12-01,306833829.0
839,Viet Nam,2014-12-01,6016305.362
840,China,2015-01-01,1544451645.285
841,"China, Hong Kong SAR",2015-01-01,235437632.794
842,France,2015-01-01,13841293.153
843,Germany,2015-01-01,216744077.497
844,Italy,2015-01-01,10299319.266
845,Japan,2015-01-01,345210520.101
846,Malaysia,2015-01-01,273823379.365
847,Netherlands,2015-01-01,75741128.378
848,Philippines,2015-01-01,115100008.0
849,Singapore,2015-01-01,170112852.816
850,Thailand,2015-01-01,20922893.38
851,USA,2015-01-01,182518155.0
852,Rep. of Korea,2015-01-01,306387832.0
853,Viet Nam,2015-01-01,7791159.781
854,China,2015-02-01,1452235506.493
855,"China, Hong Kong SAR",2015-02-01,153778080.709
856,France,2015-02-01,18432079.93
857,Germany,2015-02-01,235574741.13
858,Italy,2015-02-01,8242730.93
859,Japan,2015-02-01,304401741.31
860,Malaysia,2015-02-01,286101337.693
861,Netherlands,2015-02-01,76484435.68
862,Philippines,2015-02-01,112089356.0
863,Singapore,2015-02-01,164624390.162
864,Thailand,2015-02-01,20730809.43
865,USA,2015-02-01,162490280.0
866,Rep. of Korea,2015-02-01,277249614.0
867,Viet Nam,2015-02-01,14270637.395
868,China,2015-03-01,1589632385.108
869,"China, Hong Kong SAR",2015-03-01,243399732.361
870,France,2015-03-01,25592598.507
871,Germany,2015-03-01,258731494.577
872,Italy,2015-03-01,18763400.215
873,Japan,2015-03-01,322593406.668
874,Malaysia,2015-03-01,339862913.365
875,Netherlands,2015-03-01,62042267.559
876,Philippines,2015-03-01,164248178.0
877,Singapore,2015-03-01,172261970.388
878,Thailand,2015-03-01,24860953.46
879,USA,2015-03-01,210928755.0
880,Rep. of Korea,2015-03-01,317178777.0
881,Viet Nam,2015-03-01,25360669.788
882,China,2015-04-01,1271500133.969
883,"China, Hong Kong SAR",2015-04-01,224177016.548
884,France,2015-04-01,21730291.536
885,Germany,2015-04-01,223532962.858
886,Italy,2015-04-01,22287633.744
887,Japan,2015-04-01,354763949.61
888,Malaysia,2015-04-01,326947611.247
889,Netherlands,2015-04-01,48710524.125
890,Philippines,2015-04-01,105579711.0
891,Singapore,2015-04-01,163659620.985
892,Thailand,2015-04-01,21491032.95
893,USA,2015-04-01,204084743.0
894,Rep. of Korea,2015-04-01,291706789.0
895,Viet Nam,2015-04-01,38434776.404
896,China,2015-05-01,1268977086.602
897,"China, Hong Kong SAR",2015-05-01,224872790.418
898,France,2015-05-01,26187056.135
899,Germany,2015-05-01,232319450.98
900,Italy,2015-05-01,23617127.2
901,Japan,2015-05-01,325899706.962
902,Malaysia,2015-05-01,333943229.657
903,Netherlands,2015-05-01,53850627.605
904,Philippines,2015-05-01,143085523.0
905,Singapore,2015-05-01,170994996.389
906,Thailand,2015-05-01,24562948.14
907,USA,2015-05-01,203296987.0
908,Rep. of Korea,2015-05-01,270272628.0
909,Viet Nam,2015-05-01,27736690.197
910,China,2015-06-01,1372453628.952
911,"China, Hong Kong SAR",2015-06-01,229201260.531
912,France,2015-06-01,27651263.606
913,Germany,2015-06-01,281129862.412
914,Italy,2015-06-01,44964456.298
915,Japan,2015-06-01,344546817.136
916,Malaysia,2015-06-01,309745378.517
917,Netherlands,2015-06-01,58089678.709
918,Philippines,2015-06-01,180675306.0
919,Singapore,2015-06-01,200709084.233
920,Thailand,2015-06-01,24193639.55
921,USA,2015-06-01,221162239.0
922,Rep. of Korea,2015-06-01,303670919.0
923,Viet Nam,2015-06-01,34881926.098
924,China,2015-07-01,1393066778.088
925,"China, Hong Kong SAR",2015-07-01,257422642.079
926,France,2015-07-01,26281346.07
927,Germany,2015-07-01,272227383.714
928,Italy,2015-07-01,47824644.394
929,Japan,2015-07-01,350171451.528
930,Malaysia,2015-07-01,322435458.789
931,Netherlands,2015-07-01,73104611.135
932,Philippines,2015-07-01,104184224.0
933,Singapore,2015-07-01,210687578.699
934,Thailand,2015-07-01,24886948.05
935,USA,2015-07-01,230978096.0
936,Rep. of Korea,2015-07-01,345476975.0
937,Viet Nam,2015-07-01,35906264.28
938,China,2015-08-01,1299455352.666
939,"China, Hong Kong SAR",2015-08-01,245051499.369
940,France,2015-08-01,26065081.776
941,Germany,2015-08-01,220477362.628
942,Italy,2015-08-01,29069341.366
943,Japan,2015-08-01,330392146.17
944,Malaysia,2015-08-01,265991223.999
945,Netherlands,2015-08-01,68643804.569
946,Philippines,2015-08-01,133892944.0
947,Singapore,2015-08-01,203990506.895
948,Thailand,2015-08-01,23990026.06
949,USA,2015-08-01,212500375.0
950,Rep. of Korea,2015-08-01,319578659.0
951,Viet Nam,2015-08-01,68978167.348
952,China,2015-09-01,1432061280.747
953,"China, Hong Kong SAR",2015-09-01,253461501.076
954,France,2015-09-01,25697428.665
955,Germany,2015-09-01,345170848.441
956,Italy,2015-09-01,43435049.102
957,Japan,2015-09-01,366358106.056
958,Malaysia,2015-09-01,361880947.536
959,Netherlands,2015-09-01,55375392.626
960,Philippines,2015-09-01,165183761.0
961,Singapore,2015-09-01,199750692.311
962,Thailand,2015-09-01,25983760.81
963,USA,2015-09-01,220562620.0
964,Rep. of Korea,2015-09-01,325585901.0
965,Viet Nam,2015-09-01,58665399.292
966,China,2015-10-01,1554327455.108
967,"China, Hong Kong SAR",2015-10-01,452616195.669
968,France,2015-10-01,33257199.864
969,Germany,2015-10-01,338512900.362
970,Italy,2015-10-01,34951872.659
971,Japan,2015-10-01,343820920.104
972,Malaysia,2015-10-01,365902330.248
973,Netherlands,2015-10-01,62454617.872
974,Philippines,2015-10-01,140897879.0
975,Singapore,2015-10-01,261811077.864
976,Thailand,2015-10-01,33309123.1
977,USA,2015-10-01,200069051.0
978,Rep. of Korea,2015-10-01,312606128.0
979,Viet Nam,2015-10-01,69192656.583
980,China,2015-11-01,1603189134.569
981,"China, Hong Kong SAR",2015-11-01,240252827.364
982,France,2015-11-01,28465945.728
983,Germany,2015-11-01,304304216.92
984,Italy,2015-11-01,32736321.781
985,Japan,2015-11-01,292703005.431
986,Malaysia,2015-11-01,323652169.524
987,Netherlands,2015-11-01,72134976.795
988,Philippines,2015-11-01,115603491.0
989,Singapore,2015-11-01,224628539.805
990,Thailand,2015-11-01,38369913.4
991,USA,2015-11-01,188800546.0
992,Rep. of Korea,2015-11-01,276798340.0
993,Viet Nam,2015-11-01,67259001.484
994,China,2015-12-01,1694171733.295
995,"China, Hong Kong SAR",2015-12-01,352098931.801
996,France,2015-12-01,49742550.648
997,Germany,2015-12-01,232326083.942
998,Italy,2015-12-01,36189944.611
999,Japan,2015-12-01,350269822.032
1000,Malaysia,2015-12-01,392751854.325
1001,Netherlands,2015-12-01,52298169.236
1002,Philippines,2015-12-01,159730281.0
1003,Singapore,2015-12-01,211233744.96
1004,Thailand,2015-12-01,46554469.45
1005,USA,2015-12-01,185238702.0
1006,Rep. of Korea,2015-12-01,286666634.0
1007,Viet Nam,2015-12-01,103587127.177
1008,China,2016-01-01,1698583748.0
1009,"China, Hong Kong SAR",2016-01-01,253597305.425
1010,France,2016-01-01,22785660.306
1011,Germany,2016-01-01,203294851.656
1012,Italy,2016-01-01,32920818.294
1013,Japan,2016-01-01,301299839.343
1014,Malaysia,2016-01-01,312246660.32
1015,Netherlands,2016-01-01,56962782.948
1016,Philippines,2016-01-01,127668847.0
1017,Singapore,2016-01-01,261142325.32
1018,Thailand,2016-01-01,59220957.1
1019,USA,2016-01-01,176876689.0
1020,Rep. of Korea,2016-01-01,270711638.0
1021,Viet Nam,2016-01-01,112102631.84
1022,China,2016-02-01,1415841280.0
1023,"China, Hong Kong SAR",2016-02-01,162543268.889
1024,France,2016-02-01,23185563.607
1025,Germany,2016-02-01,299295204.543
1026,Italy,2016-02-01,33684303.832
1027,Japan,2016-02-01,287503022.24
1028,Malaysia,2016-02-01,293909963.595
1029,Netherlands,2016-02-01,76230208.56
1030,Philippines,2016-02-01,136056039.0
1031,Singapore,2016-02-01,197503527.099
1032,Thailand,2016-02-01,71779957.99
1033,USA,2016-02-01,182757516.0
1034,Rep. of Korea,2016-02-01,301323492.0
1035,Viet Nam,2016-02-01,85701358.447
1036,China,2016-03-01,1571833149.0
1037,"China, Hong Kong SAR",2016-03-01,219298484.8
1038,France,2016-03-01,34747479.96
1039,Germany,2016-03-01,267935572.89
1040,Italy,2016-03-01,34289218.68
1041,Japan,2016-03-01,331714145.532
1042,Malaysia,2016-03-01,359107277.813
1043,Netherlands,2016-03-01,78980492.67
1044,Philippines,2016-03-01,70138261.0
1045,Singapore,2016-03-01,243539222.697
1046,Thailand,2016-03-01,84216491.59
1047,USA,2016-03-01,231034397.0
1048,Rep. of Korea,2016-03-01,387093286.0
1049,Viet Nam,2016-03-01,153506235.231
1050,China,2016-04-01,1364906278.0
1051,"China, Hong Kong SAR",2016-04-01,249804361.016
1052,France,2016-04-01,23849758.653
1053,Germany,2016-04-01,230240805.671
1054,Italy,2016-04-01,36041426.507
1055,Japan,2016-04-01,327610677.044
1056,Malaysia,2016-04-01,412869193.396
1057,Netherlands,2016-04-01,84427141.541
1058,Philippines,2016-04-01,113208731.0
1059,Singapore,2016-04-01,223733183.77
1060,Thailand,2016-04-01,79328553.1
1061,USA,2016-04-01,218579917.0
1062,Rep. of Korea,2016-04-01,325561081.0
1063,Viet Nam,2016-04-01,153293044.796
1064,China,2016-05-01,1333140871.0
1065,"China, Hong Kong SAR",2016-05-01,272391756.602
1066,France,2016-05-01,31452953.533
1067,Germany,2016-05-01,236309284.186
1068,Italy,2016-05-01,34881816.448
1069,Japan,2016-05-01,277256393.895
1070,Malaysia,2016-05-01,374826636.676
1071,Netherlands,2016-05-01,60633571.28
1072,Philippines,2016-05-01,108214326.0
1073,Singapore,2016-05-01,227585548.341
1074,Thailand,2016-05-01,78815571.89
1075,USA,2016-05-01,193710749.0
1076,Rep. of Korea,2016-05-01,365680537.0
1077,Viet Nam,2016-05-01,143485405.643
1078,China,2016-06-01,1386963923.0
1079,"China, Hong Kong SAR",2016-06-01,263977371.107
1080,France,2016-06-01,30239784.586
1081,Germany,2016-06-01,250180176.26
1082,Italy,2016-06-01,32876393.088
1083,Japan,2016-06-01,333367661.925
1084,Malaysia,2016-06-01,416978168.912
1085,Netherlands,2016-06-01,69997868.078
1086,Philippines,2016-06-01,119905339.0
1087,Singapore,2016-06-01,207465014.125
1088,Thailand,2016-06-01,86867259.56
1089,USA,2016-06-01,194730575.0
1090,Rep. of Korea,2016-06-01,382617768.0
1091,Viet Nam,2016-06-01,132790579.193
1092,China,2016-07-01,1325174723.0
1093,"China, Hong Kong SAR",2016-07-01,268159938.781
1094,France,2016-07-01,33304555.525
1095,Germany,2016-07-01,236392282.546
1096,Italy,2016-07-01,28096851.146
1097,Japan,2016-07-01,352400076.756
1098,Malaysia,2016-07-01,345755052.566
1099,Netherlands,2016-07-01,61118869.339
1100,Philippines,2016-07-01,112587214.0
1101,Singapore,2016-07-01,199942266.973
1102,Thailand,2016-07-01,88356858.77
1103,USA,2016-07-01,191463091.0
1104,Rep. of Korea,2016-07-01,357714484.0
1105,Viet Nam,2016-07-01,143240355.288
1106,China,2016-08-01,1366874192.0
1107,"China, Hong Kong SAR",2016-08-01,246126561.144
1108,France,2016-08-01,22555853.12
1109,Germany,2016-08-01,230684784.296
1110,Italy,2016-08-01,21853565.955
1111,Japan,2016-08-01,343537158.375
1112,Malaysia,2016-08-01,398634846.062
1113,Netherlands,2016-08-01,54793837.81
1114,Philippines,2016-08-01,151684267.0
1115,Singapore,2016-08-01,208421755.364
1116,Thailand,2016-08-01,80128405.63
1117,USA,2016-08-01,201617032.0
1118,Rep. of Korea,2016-08-01,349463292.0
1119,Viet Nam,2016-08-01,155120751.438
1120,China,2016-09-01,1200473412.0
1121,"China, Hong Kong SAR",2016-09-01,237431296.449
1122,France,2016-09-01,33265521.884
1123,Germany,2016-09-01,261136919.383
1124,Italy,2016-09-01,28170278.938
1125,Japan,2016-09-01,368319435.788
1126,Malaysia,2016-09-01,425928617.045
1127,Netherlands,2016-09-01,67319566.91
1128,Philippines,2016-09-01,122531391.0
1129,Singapore,2016-09-01,221968342.349
1130,Thailand,2016-09-01,104680555.56
1131,USA,2016-09-01,181651522.0
1132,Rep. of Korea,2016-09-01,380007111.0
1133,Viet Nam,2016-09-01,123387973.911
1134,China,2016-10-01,1197431617.0
1135,"China, Hong Kong SAR",2016-10-01,212664544.023
1136,France,2016-10-01,28750655.55
1137,Germany,2016-10-01,215862662.807
1138,Italy,2016-10-01,27386407.468
1139,Japan,2016-10-01,343402982.496
1140,Malaysia,2016-10-01,349200827.164
1141,Netherlands,2016-10-01,60896962.961
1142,Philippines,2016-10-01,99002179.0
1143,Singapore,2016-10-01,237883246.938
1144,Thailand,2016-10-01,84616853.52
1145,USA,2016-10-01,175585384.0
1146,Rep. of Korea,2016-10-01,353667007.0
1147,Viet Nam,2016-10-01,153513358.284
1148,China,2016-11-01,1404497025.0
1149,"China, Hong Kong SAR",2016-11-01,248266399.798
1150,France,2016-11-01,34716496.692
1151,Germany,2016-11-01,225394911.608
1152,Italy,2016-11-01,22958006.622
1153,Japan,2016-11-01,318273921.942
1154,Malaysia,2016-11-01,339489143.944
1155,Netherlands,2016-11-01,56286310.222
1156,Philippines,2016-11-01,68565629.0
1157,Singapore,2016-11-01,178457659.927
1158,Thailand,2016-11-01,95900158.04
1159,USA,2016-11-01,183728003.0
1160,Rep. of Korea,2016-11-01,365183265.0
1161,Viet Nam,2016-11-01,128295518.103
1162,China,2016-12-01,1396325058.0
1163,"China, Hong Kong SAR",2016-12-01,248866779.509
1164,France,2016-12-01,58694310.631
1165,Germany,2016-12-01,186277569.032
1166,Italy,2016-12-01,24111243.212
1167,Japan,2016-12-01,327323835.432
1168,Malaysia,2016-12-01,367774429.865
1169,Netherlands,2016-12-01,58183532.856
1170,Philippines,2016-12-01,90048362.0
1171,Singapore,2016-12-01,170372035.732
1172,Thailand,2016-12-01,76841452.84
1173,USA,2016-12-01,178464840.0
1174,Rep. of Korea,2016-12-01,324679639.0
1175,Viet Nam,2016-12-01,130126678.083
1176,China,2017-01-01,1188637212.0
1177,"China, Hong Kong SAR",2017-01-01,231448919.174
1178,France,2017-01-01,22701294.314
1179,Germany,2017-01-01,223352572.563
1180,Italy,2017-01-01,28106914.122
1181,Japan,2017-01-01,270789532.685
1182,Malaysia,2017-01-01,238395751.928
1183,Netherlands,2017-01-01,77149636.845
1184,Philippines,2017-01-01,71476818.0
1185,Singapore,2017-01-01,154374356.35
1186,Thailand,2017-01-01,87034883.28
1187,USA,2017-01-01,179942938.0
1188,Rep. of Korea,2017-01-01,294604759.0
1189,Viet Nam,2017-01-01,108836885.14
1190,China,2017-02-01,1218015384.0
1191,"China, Hong Kong SAR",2017-02-01,199100856.212
1192,France,2017-02-01,26524828.369
1193,Germany,2017-02-01,218415875.889
1194,Italy,2017-02-01,24983200.845
1195,Japan,2017-02-01,305755740.84
1196,Malaysia,2017-02-01,295813408.673
1197,Netherlands,2017-02-01,74552864.403
1198,Philippines,2017-02-01,31261108.0
1199,Singapore,2017-02-01,221308310.569
1200,Thailand,2017-02-01,103521526.71
1201,USA,2017-02-01,171426563.0
1202,Rep. of Korea,2017-02-01,330897685.0
1203,Viet Nam,2017-02-01,124384919.935
1204,China,2017-03-01,1605507346.0
1205,"China, Hong Kong SAR",2017-03-01,255901740.494
1206,France,2017-03-01,27686654.655
1207,Germany,2017-03-01,227659132.961
1208,Italy,2017-03-01,31263357.404
1209,Japan,2017-03-01,339559694.887
1210,Malaysia,2017-03-01,329205365.296
1211,Netherlands,2017-03-01,99770799.634
1212,Philippines,2017-03-01,2487303.0
1213,Singapore,2017-03-01,222943423.874
1214,Thailand,2017-03-01,100365342.41
1215,USA,2017-03-01,205942393.0
1216,Rep. of Korea,2017-03-01,370034146.0
1217,Viet Nam,2017-03-01,126767167.927
1218,China,2017-04-01,1230501343.0
1219,"China, Hong Kong SAR",2017-04-01,243539422.721
1220,France,2017-04-01,22228171.006
1221,Germany,2017-04-01,211917716.099
1222,Italy,2017-04-01,29723974.912
1223,Japan,2017-04-01,358328125.54
1224,Malaysia,2017-04-01,302309086.631
1225,Netherlands,2017-04-01,83812713.704
1226,Philippines,2017-04-01,55677516.0
1227,Singapore,2017-04-01,198740555.716
1228,Thailand,2017-04-01,107780253.16
1229,USA,2017-04-01,198117455.0
1230,Rep. of Korea,2017-04-01,338742591.0
1231,Viet Nam,2017-04-01,135453699.068
1232,China,2017-05-01,1215487734.0
1233,"China, Hong Kong SAR",2017-05-01,245727896.367
1234,France,2017-05-01,31134126.983
1235,Germany,2017-05-01,214676535.901
1236,Italy,2017-05-01,34001312.436
1237,Japan,2017-05-01,274317771.228
1238,Malaysia,2017-05-01,283666967.497
1239,Netherlands,2017-05-01,90926780.08
1240,Philippines,2017-05-01,64052894.0
1241,Singapore,2017-05-01,240604200.02
1242,Thailand,2017-05-01,103599184.41
1243,USA,2017-05-01,215259231.0
1244,Rep. of Korea,2017-05-01,366096560.0
1245,Viet Nam,2017-05-01,173122497.83
1246,China,2017-06-01,1190299493.0
1247,"China, Hong Kong SAR",2017-06-01,260607240.931
1248,France,2017-06-01,34748561.587
1249,Germany,2017-06-01,223078898.297
1250,Italy,2017-06-01,28564494.076
1251,Japan,2017-06-01,320281525.928
1252,Malaysia,2017-06-01,324024953.149
1253,Netherlands,2017-06-01,111284072.493
1254,Philippines,2017-06-01,68021469.0
1255,Singapore,2017-06-01,185212841.669
1256,Thailand,2017-06-01,123377170.24
1257,USA,2017-06-01,213883996.0
1258,Rep. of Korea,2017-06-01,416846606.0
1259,Viet Nam,2017-06-01,190471469.528
1260,China,2017-07-01,1130670537.0
1261,"China, Hong Kong SAR",2017-07-01,278594190.765
1262,France,2017-07-01,30747119.028
1263,Germany,2017-07-01,211416179.189
1264,Italy,2017-07-01,30592523.002
1265,Japan,2017-07-01,336268573.521
1266,Malaysia,2017-07-01,352980876.063
1267,Netherlands,2017-07-01,100900569.603
1268,Philippines,2017-07-01,46342153.0
1269,Singapore,2017-07-01,230308967.879
1270,Thailand,2017-07-01,116152758.05
1271,USA,2017-07-01,193823486.0
1272,Rep. of Korea,2017-07-01,390297076.0
1273,Viet Nam,2017-07-01,189128202.428
1274,China,2017-08-01,1349091005.0
1275,"China, Hong Kong SAR",2017-08-01,258834076.592
1276,France,2017-08-01,24987044.011
1277,Germany,2017-08-01,232896344.61
1278,Italy,2017-08-01,33553324.224
1279,Japan,2017-08-01,330654492.755
1280,Malaysia,2017-08-01,398853495.884
1281,Netherlands,2017-08-01,81605655.845
1282,Philippines,2017-08-01,7402811.0
1283,Singapore,2017-08-01,230152297.064
1284,Thailand,2017-08-01,141915772.0
1285,USA,2017-08-01,196205524.0
1286,Rep. of Korea,2017-08-01,422044349.0
1287,Viet Nam,2017-08-01,230110481.474
1288,China,2017-09-01,1439188662.0
1289,"China, Hong Kong SAR",2017-09-01,288072674.158
1290,France,2017-09-01,37007679.599
1291,Germany,2017-09-01,255137019.919
1292,Italy,2017-09-01,28216745.913
1293,Japan,2017-09-01,342451647.919
1294,Malaysia,2017-09-01,377440559.41
1295,Netherlands,2017-09-01,93023822.328
1296,Philippines,2017-09-01,9325914.0
1297,Singapore,2017-09-01,200331000.2
1298,Thailand,2017-09-01,137972709.47
1299,USA,2017-09-01,203641449.0
1300,Rep. of Korea,2017-09-01,466439422.0
1301,Viet Nam,2017-09-01,252667870.766
1302,China,2017-10-01,1512540351.0
1303,"China, Hong Kong SAR",2017-10-01,286046837.824
1304,France,2017-10-01,34513734.022
1305,Germany,2017-10-01,251303419.892
1306,Italy,2017-10-01,29934979.592
1307,Japan,2017-10-01,323762234.833
1308,Malaysia,2017-10-01,410631966.058
1309,Netherlands,2017-10-01,86751445.972
1310,Philippines,2017-10-01,8175482.0
1311,Singapore,2017-10-01,163053593.421
1312,Thailand,2017-10-01,141212246.03
1313,USA,2017-10-01,213911447.0
1314,Rep. of Korea,2017-10-01,370395904.0
1315,Viet Nam,2017-10-01,286328013.864
1316,China,2017-11-01,1616831909.0
1317,"China, Hong Kong SAR",2017-11-01,354291266.816
1318,France,2017-11-01,36412541.563
1319,Germany,2017-11-01,258760390.455
1320,Italy,2017-11-01,25734092.604
1321,Japan,2017-11-01,334829048.132
1322,Malaysia,2017-11-01,391537336.669
1323,Netherlands,2017-11-01,86166961.859
1324,Philippines,2017-11-01,8190365.0
1325,Singapore,2017-11-01,141993856.049
1326,Thailand,2017-11-01,164351396.94
1327,USA,2017-11-01,197988259.0
1328,Rep. of Korea,2017-11-01,409128718.0
1329,Viet Nam,2017-11-01,276130192.708
1330,China,2017-12-01,1642090816.0
1331,"China, Hong Kong SAR",2017-12-01,371351646.529
1332,France,2017-12-01,66834386.424
1333,Germany,2017-12-01,212440436.688
1334,Italy,2017-12-01,35049230.284
1335,Japan,2017-12-01,346813474.169
1336,Malaysia,2017-12-01,345842704.204
1337,Netherlands,2017-12-01,72308993.308
1338,Philippines,2017-12-01,6797014.0
1339,Singapore,2017-12-01,145973585.804
1340,Thailand,2017-12-01,150397415.1
1341,USA,2017-12-01,214934960.0
1342,Rep. of Korea,2017-12-01,437993688.0
1343,Viet Nam,2017-12-01,228081555.165
1344,China,2018-01-01,1419254541.0
1345,"China, Hong Kong SAR",2018-01-01,333147075.398
1346,France,2018-01-01,47373025.42
1347,Germany,2018-01-01,212305293.907
1348,Italy,2018-01-01,31404059.036
1349,Japan,2018-01-01,289308711.402
