,country,month,export_value
1350,Malaysia,2018-01-01,378119920.525
1351,Netherlands,2018-01-01,91236705.637
1352,Philippines,2018-01-01,7621744.0
1353,Singapore,2018-01-01,154460550.64
1354,Thailand,2018-01-01,126010536.53
1355,USA,2018-01-01,205054035.0
1356,Rep. of Korea,2018-01-01,432930070.0
1357,Viet Nam,2018-01-01,184318731.348
1358,China,2018-02-01,1444548409.0
1359,"China, Hong Kong SAR",2018-02-01,182902552.896
1360,France,2018-02-01,33450264.287
1361,Germany,2018-02-01,239128523.372
1362,Italy,2018-02-01,30039498.171
1363,Japan,2018-02-01,293634235.782
1364,Malaysia,2018-02-01,352583411.097
1365,Netherlands,2018-02-01,65410391.13
1366,Philippines,2018-02-01,22224940.0
1367,Singapore,2018-02-01,124498442.315
1368,Thailand,2018-02-01,130699630.43
1369,USA,2018-02-01,200746312.0
1370,Rep. of Korea,2018-02-01,375551340.0
1371,Viet Nam,2018-02-01,136485014.204
1372,China,2018-03-01,1586953230.0
1373,"China, Hong Kong SAR",2018-03-01,316552712.948
1374,France,2018-03-01,48891541.076
1375,Germany,2018-03-01,233916210.872
1376,Italy,2018-03-01,31737298.742
1377,Japan,2018-03-01,356969400.77
1378,Malaysia,2018-03-01,394001112.017
1379,Netherlands,2018-03-01,97180424.008
1380,Philippines,2018-03-01,20822720.0
1381,Singapore,2018-03-01,147586265.386
1382,Thailand,2018-03-01,127940764.75
1383,USA,2018-03-01,253068794.0
1384,Rep. of Korea,2018-03-01,442564574.0
1385,Viet Nam,2018-03-01,196004457.762
1386,China,2018-04-01,1458292804.0
1387,"China, Hong Kong SAR",2018-04-01,284844861.037
1388,France,2018-04-01,56071941.613
1389,Germany,2018-04-01,231416056.589
1390,Italy,2018-04-01,27314200.335
1391,Japan,2018-04-01,332438334.098
1392,Malaysia,2018-04-01,376122296.189
1393,Netherlands,2018-04-01,101095125.486
1394,Philippines,2018-04-01,8141652.0
1395,Singapore,2018-04-01,128729717.334
1396,Thailand,2018-04-01,111822074.22
1397,USA,2018-04-01,229385783.0
1398,Rep. of Korea,2018-04-01,356185693.0
1399,Viet Nam,2018-04-01,192212756.113
1400,China,2018-05-01,1379883958.0
1401,"China, Hong Kong SAR",2018-05-01,313353195.993
1402,France,2018-05-01,40230620.941
1403,Germany,2018-05-01,227181691.338
1404,Italy,2018-05-01,29221411.142
1405,Japan,2018-05-01,292863143.419
1406,Malaysia,2018-05-01,382163740.935
1407,Netherlands,2018-05-01,80991183.406
1408,Philippines,2018-05-01,6784600.0
1409,Singapore,2018-05-01,158753758.665
1410,Thailand,2018-05-01,118042802.05
1411,USA,2018-05-01,231600057.0
1412,Rep. of Korea,2018-05-01,328724529.0
1413,Viet Nam,2018-05-01,201323350.477
1414,China,2018-06-01,1470496289.0
1415,"China, Hong Kong SAR",2018-06-01,315331075.79
1416,France,2018-06-01,38449564.625
1417,Germany,2018-06-01,219493642.731
1418,Italy,2018-06-01,29136351.406
1419,Japan,2018-06-01,344017917.421
1420,Malaysia,2018-06-01,389544519.823
1421,Netherlands,2018-06-01,104612360.734
1422,Philippines,2018-06-01,23545739.0
1423,Singapore,2018-06-01,147615602.313
1424,Thailand,2018-06-01,96456536.68
1425,USA,2018-06-01,232709176.0
1426,Rep. of Korea,2018-06-01,356894027.0
1427,Viet Nam,2018-06-01,194506743.336
1428,China,2018-07-01,1608766563.0
1429,"China, Hong Kong SAR",2018-07-01,0.0
1430,France,2018-07-01,48801133.468
1431,Germany,2018-07-01,223680881.65
1432,Italy,2018-07-01,24060011.257
1433,Japan,2018-07-01,326519305.35
1434,Malaysia,2018-07-01,363238838.4
1435,Netherlands,2018-07-01,96891644.84
1436,Philippines,2018-07-01,24330913.0
1437,Singapore,2018-07-01,127475646.196
1438,Thailand,2018-07-01,86445643.32
1439,USA,2018-07-01,224479762.0
1440,Rep. of Korea,2018-07-01,343517281.0
1441,Viet Nam,2018-07-01,193081908.104
1442,China,2018-08-01,1632222055.0
1443,"China, Hong Kong SAR",2018-08-01,311177656.337
1444,France,2018-08-01,40679278.034
1445,Germany,2018-08-01,220938405.983
1446,Italy,2018-08-01,23547465.578
1447,Japan,2018-08-01,331498538.038
1448,Malaysia,2018-08-01,365365566.036
1449,Netherlands,2018-08-01,82353686.605
1450,Philippines,2018-08-01,19780213.0
1451,Singapore,2018-08-01,158909212.932
1452,Thailand,2018-08-01,91536904.46
1453,USA,2018-08-01,225513961.0
1454,Rep. of Korea,2018-08-01,374505297.0
1455,Viet Nam,2018-08-01,175074498.542
1456,China,2018-09-01,1591593462.0
1457,"China, Hong Kong SAR",2018-09-01,338946553.549
1458,France,2018-09-01,46817172.983
1459,Germany,2018-09-01,212984947.493
1460,Italy,2018-09-01,26898998.109
1461,Japan,2018-09-01,360124746.882
1462,Malaysia,2018-09-01,378697369.198
1463,Netherlands,2018-09-01,74279634.295
1464,Philippines,2018-09-01,21289604.0
1465,Singapore,2018-09-01,151554765.224
1466,Thailand,2018-09-01,85038149.54
1467,USA,2018-09-01,184805399.0
1468,Rep. of Korea,2018-09-01,365777748.0
1469,Viet Nam,2018-09-01,142703133.206
1470,China,2018-10-01,1453477120.0
1471,"China, Hong Kong SAR",2018-10-01,335100949.861
1472,France,2018-10-01,0.0
1473,Germany,2018-10-01,233348364.658
1474,Italy,2018-10-01,27845352.315
1475,Japan,2018-10-01,365956327.303
1476,Malaysia,2018-10-01,418257685.541
1477,Netherlands,2018-10-01,109399175.065
1478,Philippines,2018-10-01,16683672.0
1479,Singapore,2018-10-01,145080915.593
1480,Thailand,2018-10-01,91318428.96
1481,USA,2018-10-01,214332190.0
1482,Rep. of Korea,2018-10-01,355698677.0
1483,Viet Nam,2018-10-01,130028214.985
1484,China,2018-11-01,1547623774.0
1485,"China, Hong Kong SAR",2018-11-01,288641019.745
1486,France,2018-11-01,46207997.749
1487,Germany,2018-11-01,213947872.111
1488,Italy,2018-11-01,29767904.664
1489,Japan,2018-11-01,328311659.804
1490,Malaysia,2018-11-01,329931412.046
1491,Netherlands,2018-11-01,105265007.654
1492,Philippines,2018-11-01,20258709.0
1493,Singapore,2018-11-01,119466331.736
1494,Thailand,2018-11-01,78842916.24
1495,USA,2018-11-01,185265449.0
1496,Rep. of Korea,2018-11-01,301942027.0
1497,Viet Nam,2018-11-01,119054655.409
1498,China,2018-12-01,1574701154.0
1499,"China, Hong Kong SAR",2018-12-01,277104859.141
1500,France,2018-12-01,57461490.894
1501,Germany,2018-12-01,173367162.811
1502,Italy,2018-12-01,19066108.699
1503,Japan,2018-12-01,332113120.165
1504,Malaysia,2018-12-01,385093825.078
1505,Netherlands,2018-12-01,84755029.065
1506,Philippines,2018-12-01,20795498.0
1507,Singapore,2018-12-01,132021871.812
1508,Thailand,2018-12-01,71834884.14
1509,USA,2018-12-01,183635933.0
1510,Rep. of Korea,2018-12-01,273353775.0
1511,Viet Nam,2018-12-01,135275024.427
1512,China,2019-01-01,1642550032.0
1513,"China, Hong Kong SAR",2019-01-01,282499289.3
1514,France,2019-01-01,40531449.812
1515,Germany,2019-01-01,202418898.391
1516,Italy,2019-01-01,29748555.81
1517,Japan,2019-01-01,258733282.12
1518,Malaysia,2019-01-01,382495029.18
1519,Netherlands,2019-01-01,88294698.744
1520,Philippines,2019-01-01,24560909.0
1521,Singapore,2019-01-01,111835012.291
1522,Thailand,2019-01-01,74097170.235
1523,USA,2019-01-01,180791462.0
1524,Rep. of Korea,2019-01-01,327527584.0
1525,Viet Nam,2019-01-01,191785645.792
1526,China,2019-02-01,1513543725.0
1527,"China, Hong Kong SAR",2019-02-01,181279829.351
1528,France,2019-02-01,41356623.264
1529,Germany,2019-02-01,189232670.827
1530,Italy,2019-02-01,28023262.804
1531,Japan,2019-02-01,247594091.192
1532,Malaysia,2019-02-01,276914748.582
1533,Netherlands,2019-02-01,78833756.047
1534,Philippines,2019-02-01,24785756.0
1535,Singapore,2019-02-01,75268379.573
1536,Thailand,2019-02-01,100693149.784
1537,USA,2019-02-01,173351732.0
1538,Rep. of Korea,2019-02-01,250217182.0
1539,Viet Nam,2019-02-01,147627727.904
1540,China,2019-03-01,2432235080.0
1541,"China, Hong Kong SAR",2019-03-01,298116756.999
1542,France,2019-03-01,49316406.294
1543,Germany,2019-03-01,233778416.525
1544,Italy,2019-03-01,28399342.675
1545,Japan,2019-03-01,287456045.676
1546,Malaysia,2019-03-01,377880814.349
1547,Netherlands,2019-03-01,91235012.35
1548,Philippines,2019-03-01,27648395.0
1549,Singapore,2019-03-01,118112814.323
1550,Thailand,2019-03-01,111612738.791
1551,USA,2019-03-01,174167983.0
1552,Rep. of Korea,2019-03-01,317984931.0
1553,Viet Nam,2019-03-01,259844872.768
1554,China,2019-04-01,1932365532.0
1555,"China, Hong Kong SAR",2019-04-01,314980069.872
1556,France,2019-04-01,50042435.0
1557,Germany,2019-04-01,227100806.126
1558,Italy,2019-04-01,28079068.487
1559,Japan,2019-04-01,302086681.227
1560,Malaysia,2019-04-01,382325752.383
1561,Netherlands,2019-04-01,112774150.832
1562,Philippines,2019-04-01,19632166.0
1563,Singapore,2019-04-01,116733938.252
1564,Thailand,2019-04-01,104473328.582
1565,USA,2019-04-01,190661339.0
1566,Rep. of Korea,2019-04-01,318485011.0
1567,Viet Nam,2019-04-01,264125859.22
1568,China,2019-05-01,2266446110.0
1569,"China, Hong Kong SAR",2019-05-01,253263017.972
1570,France,2019-05-01,50264120.111
1571,Germany,2019-05-01,226418100.854
1572,Italy,2019-05-01,21116473.485
1573,Japan,2019-05-01,259443257.91
1574,Malaysia,2019-05-01,346442397.689
1575,Netherlands,2019-05-01,102582646.964
1576,Philippines,2019-05-01,23602758.0
1577,Singapore,2019-05-01,132420419.83
1578,Thailand,2019-05-01,119024281.055
1579,USA,2019-05-01,170930437.0
1580,Rep. of Korea,2019-05-01,314238552.0
1581,Viet Nam,2019-05-01,308345436.049
1582,China,2019-06-01,2009428695.0
1583,"China, Hong Kong SAR",2019-06-01,274107710.732
1584,France,2019-06-01,47516123.331
1585,Germany,2019-06-01,197242417.997
1586,Italy,2019-06-01,24927526.551
1587,Japan,2019-06-01,301147638.729
1588,Malaysia,2019-06-01,411867464.803
1589,Netherlands,2019-06-01,117649556.911
1590,Philippines,2019-06-01,23869515.0
1591,Singapore,2019-06-01,131644112.984
1592,Thailand,2019-06-01,121839393.663
1593,USA,2019-06-01,165192732.0
1594,Rep. of Korea,2019-06-01,276415302.0
1595,Viet Nam,2019-06-01,308182447.795
1596,China,2019-07-01,2123838705.0
1597,"China, Hong Kong SAR",2019-07-01,292230426.803
1598,France,2019-07-01,45221757.511
1599,Germany,2019-07-01,208677268.381
1600,Italy,2019-07-01,25641881.876
1601,Japan,2019-07-01,310559133.591
1602,Malaysia,2019-07-01,403452468.634
1603,Netherlands,2019-07-01,128534566.561
1604,Philippines,2019-07-01,28811249.0
1605,Singapore,2019-07-01,140144125.97
1606,Thailand,2019-07-01,107962354.921
1607,USA,2019-07-01,160371881.0
1608,Rep. of Korea,2019-07-01,309241399.0
1609,Viet Nam,2019-07-01,331322361.629
1610,China,2019-08-01,2153727729.0
1611,"China, Hong Kong SAR",2019-08-01,284761953.353
1612,France,2019-08-01,42244396.063
1613,Germany,2019-08-01,208275288.42
1614,Italy,2019-08-01,25357244.495
1615,Japan,2019-08-01,320224339.269
1616,Malaysia,2019-08-01,418512033.835
1617,Netherlands,2019-08-01,84761692.957
1618,Philippines,2019-08-01,31135233.0
1619,Singapore,2019-08-01,137813269.29
1620,Thailand,2019-08-01,108715217.149
1621,USA,2019-08-01,180981542.0
1622,Rep. of Korea,2019-08-01,310790911.0
1623,Viet Nam,2019-08-01,313670674.618
1624,China,2019-09-01,2147569490.0
1625,"China, Hong Kong SAR",2019-09-01,282193555.272
1626,France,2019-09-01,46770315.226
1627,Germany,2019-09-01,211852193.011
1628,Italy,2019-09-01,30994073.313
1629,Japan,2019-09-01,306485085.912
1630,Malaysia,2019-09-01,415308767.015
1631,Netherlands,2019-09-01,102155116.095
1632,Philippines,2019-09-01,39069133.0
1633,Singapore,2019-09-01,149856225.714
1634,Thailand,2019-09-01,108604112.348
1635,USA,2019-09-01,176320121.0
1636,Rep. of Korea,2019-09-01,268228070.0
1637,Viet Nam,2019-09-01,312359956.18
1638,China,2019-10-01,1917581331.0
1639,"China, Hong Kong SAR",2019-10-01,256682392.193
1640,France,2019-10-01,48859153.415
1641,Germany,2019-10-01,211959980.337
1642,Italy,2019-10-01,35769538.396
1643,Japan,2019-10-01,327714002.788
1644,Malaysia,2019-10-01,439543940.034
1645,Netherlands,2019-10-01,119808061.652
1646,Philippines,2019-10-01,43464747.0
1647,Singapore,2019-10-01,143676717.166
1648,Thailand,2019-10-01,119762407.071
1649,USA,2019-10-01,211440834.0
1650,Rep. of Korea,2019-10-01,272557613.0
1651,Viet Nam,2019-10-01,369340112.79
1652,China,2019-11-01,1752199010.0
1653,"China, Hong Kong SAR",2019-11-01,266098801.709
1654,France,2019-11-01,52769686.405
1655,Germany,2019-11-01,195467479.652
1656,Italy,2019-11-01,35848488.342
1657,Japan,2019-11-01,301869906.66
1658,Malaysia,2019-11-01,386594519.777
1659,Netherlands,2019-11-01,77944612.479
1660,Philippines,2019-11-01,42841794.0
1661,Singapore,2019-11-01,153799516.054
1662,Thailand,2019-11-01,134291954.45
1663,USA,2019-11-01,203642362.0
1664,Rep. of Korea,2019-11-01,255174614.0
1665,Viet Nam,2019-11-01,303795416.469
1666,China,2019-12-01,1690045711.0
1667,"China, Hong Kong SAR",2019-12-01,269703514.667
1668,France,2019-12-01,59967226.0
1669,Germany,2019-12-01,159810566.378
1670,Italy,2019-12-01,33121547.285
1671,Japan,2019-12-01,310092864.208
1672,Malaysia,2019-12-01,435296095.122
1673,Netherlands,2019-12-01,58808433.237
1674,Philippines,2019-12-01,49054956.0
1675,Singapore,2019-12-01,130502514.42
1676,Thailand,2019-12-01,160184303.072
1677,USA,2019-12-01,187501063.0
1678,Rep. of Korea,2019-12-01,291634772.0
1679,Viet Nam,2019-12-01,397561151.514
1680,China,2020-01-01,1751240670.0
1681,"China, Hong Kong SAR",2020-01-01,177432561.012
1682,France,2020-01-01,48894001.326
1683,Germany,2020-01-01,192582461.175
1684,Italy,2020-01-01,30696579.222
1685,Japan,2020-01-01,240961253.165
1686,Malaysia,2020-01-01,367863451.475
1687,Netherlands,2020-01-01,130974094.501
1688,Philippines,2020-01-01,53184790.0
1689,Singapore,2020-01-01,128273565.331
1690,Thailand,2020-01-01,144241092.09
1691,USA,2020-01-01,188926155.0
1692,Rep. of Korea,2020-01-01,313177527.0
1693,Viet Nam,2020-01-01,344322154.66
1694,China,2020-02-01,1019294814.0
1695,"China, Hong Kong SAR",2020-02-01,171501090.023
1696,France,2020-02-01,52826472.096
1697,Germany,2020-02-01,198027315.898
1698,Italy,2020-02-01,43421755.824
1699,Japan,2020-02-01,312616433.24
1700,Malaysia,2020-02-01,301409807.976
1701,Netherlands,2020-02-01,87455607.117
1702,Philippines,2020-02-01,36658795.0
1703,Singapore,2020-02-01,121511126.226
1704,Thailand,2020-02-01,150905376.924
1705,USA,2020-02-01,171262616.0
1706,Rep. of Korea,2020-02-01,263556979.0
1707,Viet Nam,2020-02-01,357385256.612
1708,China,2020-03-01,2065752198.0
1709,"China, Hong Kong SAR",2020-03-01,262622967.737
1710,France,2020-03-01,50017045.9
1711,Germany,2020-03-01,212245047.649
1712,Italy,2020-03-01,40604157.369
1713,Japan,2020-03-01,305663876.519
1714,Malaysia,2020-03-01,354632582.813
1715,Netherlands,2020-03-01,106012069.505
1716,Philippines,2020-03-01,29226254.0
1717,Singapore,2020-03-01,134641068.07
1718,Thailand,2020-03-01,195753933.187
1719,USA,2020-03-01,211041075.0
1720,Rep. of Korea,2020-03-01,293182413.0
1721,Viet Nam,2020-03-01,399056906.216
1722,China,2020-04-01,1986990576.0
1723,"China, Hong Kong SAR",2020-04-01,276411018.111
1724,France,2020-04-01,53948157.173
1725,Germany,2020-04-01,159519769.663
1726,Italy,2020-04-01,26596853.489
1727,Japan,2020-04-01,316726344.031
1728,Malaysia,2020-04-01,297509604.626
1729,Netherlands,2020-04-01,104506293.632
1730,Philippines,2020-04-01,16666380.0
1731,Singapore,2020-04-01,107402019.35
1732,Thailand,2020-04-01,175155905.572
1733,USA,2020-04-01,146705342.0
1734,Rep. of Korea,2020-04-01,203527679.0
1735,Viet Nam,2020-04-01,356596781.169
1736,China,2020-05-01,1933851671.0
1737,"China, Hong Kong SAR",2020-05-01,268625161.09
1738,France,2020-05-01,52169176.619
1739,Germany,2020-05-01,173484654.897
1740,Italy,2020-05-01,31442267.606
1741,Japan,2020-05-01,236180982.984
1742,Malaysia,2020-05-01,251276698.273
1743,Netherlands,2020-05-01,105097474.128
1744,Philippines,2020-05-01,34194175.0
1745,Singapore,2020-05-01,102948359.183
1746,Thailand,2020-05-01,165515855.849
1747,USA,2020-05-01,163014081.0
1748,Rep. of Korea,2020-05-01,214929974.0
1749,Viet Nam,2020-05-01,366636532.196
1750,China,2020-06-01,1832141872.0
1751,"China, Hong Kong SAR",2020-06-01,274564180.192
1752,France,2020-06-01,66048691.03
1753,Germany,2020-06-01,201017402.527
1754,Italy,2020-06-01,39162388.613
1755,Japan,2020-06-01,233254526.178
1756,Malaysia,2020-06-01,364693414.289
1757,Netherlands,2020-06-01,129219078.758
1758,Philippines,2020-06-01,39561089.0
1759,Singapore,2020-06-01,140995593.666
1760,Thailand,2020-06-01,182935956.96
1761,USA,2020-06-01,195992149.0
1762,Rep. of Korea,2020-06-01,212839483.0
1763,Viet Nam,2020-06-01,422793411.174
1764,China,2020-07-01,1961601871.0
1765,"China, Hong Kong SAR",2020-07-01,311841588.098
1766,France,2020-07-01,59999356.82
1767,Germany,2020-07-01,201461287.584
1768,Italy,2020-07-01,40052156.125
1769,Japan,2020-07-01,266437197.106
1770,Malaysia,2020-07-01,397833146.137
1771,Netherlands,2020-07-01,148749596.322
1772,Philippines,2020-07-01,46473536.0
1773,Singapore,2020-07-01,134184353.193
1774,Thailand,2020-07-01,177188827.897
1775,USA,2020-07-01,197803036.0
1776,Rep. of Korea,2020-07-01,279852634.0
1777,Viet Nam,2020-07-01,401626088.209
1778,China,2020-08-01,1991148648.0
1779,"China, Hong Kong SAR",2020-08-01,305952263.957
1780,France,2020-08-01,49777263.581
1781,Germany,2020-08-01,196642946.046
1782,Italy,2020-08-01,33927461.525
1783,Japan,2020-08-01,278351544.42
1784,Malaysia,2020-08-01,350932078.007
1785,Netherlands,2020-08-01,106294048.645
1786,Philippines,2020-08-01,54430710.0
1787,Singapore,2020-08-01,137825115.05
1788,Thailand,2020-08-01,137590790.917
1789,USA,2020-08-01,175216583.0
1790,Rep. of Korea,2020-08-01,270011777.0
1791,Viet Nam,2020-08-01,385244064.294
1792,China,2020-09-01,2368440595.0
1793,"China, Hong Kong SAR",2020-09-01,315659282.95
1794,France,2020-09-01,69523381.925
1795,Germany,2020-09-01,240090991.194
1796,Italy,2020-09-01,31772611.017
1797,Japan,2020-09-01,311556242.571
1798,Malaysia,2020-09-01,370398544.196
1799,Netherlands,2020-09-01,144274376.937
1800,Philippines,2020-09-01,49311420.0
1801,Singapore,2020-09-01,173219251.41
1802,Thailand,2020-09-01,152559764.106
1803,USA,2020-09-01,198585586.0
1804,Rep. of Korea,2020-09-01,299965369.0
1805,Viet Nam,2020-09-01,356483831.084
1806,China,2020-10-01,2256806514.0
1807,"China, Hong Kong SAR",2020-10-01,284820038.128
1808,France,2020-10-01,64053250.372
1809,Germany,2020-10-01,207843164.054
1810,Italy,2020-10-01,39605123.194
1811,Japan,2020-10-01,316861463.097
1812,Malaysia,2020-10-01,344292671.065
1813,Netherlands,2020-10-01,159815775.069
1814,Philippines,2020-10-01,57561583.0
1815,Singapore,2020-10-01,203171700.455
1816,Thailand,2020-10-01,155780273.289
1817,USA,2020-10-01,211616738.0
1818,Rep. of Korea,2020-10-01,241811071.0
1819,Viet Nam,2020-10-01,379095296.882
1820,China,2020-11-01,2480594085.0
1821,"China, Hong Kong SAR",2020-11-01,293084605.095
1822,France,2020-11-01,68347201.094
1823,Germany,2020-11-01,230932701.994
1824,Italy,2020-11-01,33597042.184
1825,Japan,2020-11-01,292172009.492
1826,Malaysia,2020-11-01,385181942.076
1827,Netherlands,2020-11-01,114193763.726
1828,Philippines,2020-11-01,42851336.0
1829,Singapore,2020-11-01,194406823.497
1830,Thailand,2020-11-01,123997930.302
1831,USA,2020-11-01,197996512.0
1832,Rep. of Korea,2020-11-01,231312088.0
1833,Viet Nam,2020-11-01,330211757.499
1834,China,2020-12-01,2193482096.0
1835,"China, Hong Kong SAR",2020-12-01,316957433.233
1836,France,2020-12-01,67713744.622
1837,Germany,2020-12-01,194536410.141
1838,Italy,2020-12-01,33187359.971
1839,Japan,2020-12-01,331613601.02
1840,Malaysia,2020-12-01,407575273.54
1841,Netherlands,2020-12-01,133546798.159
1842,Philippines,2020-12-01,28888848.0
1843,Singapore,2020-12-01,239860284.246
1844,Thailand,2020-12-01,166822131.969
1845,USA,2020-12-01,230909766.0
1846,Rep. of Korea,2020-12-01,286610408.0
1847,Viet Nam,2020-12-01,360968424.728
